modelo	cor	km	ano	valor	cambio	poten	trac	cat	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Preto	6000	2012/2013	62500	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	usado
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMÁTICO	Prata	0	2013/2014	62900	AUTOMÁTICO	2.0	4X2	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	62900	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	62900	AUTOMÁTICO	2.0	4X2	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	62900	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 1.6 TECH ROAD 4X2 16V FLEX 4P MANUAL	Branco	0	2013/2013	62990	MANUAL	1.6	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P MANUAL	Prata	0	2013/2014	62990	MANUAL	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	100	2013/2014	62999	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	usado
RENAULT DUSTER 1.6 TECH ROAD 4X2 16V FLEX 4P MANUAL	Branco	0	2013/2014	63500	MANUAL	1.6	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P MANUAL	Branco	0	2013/2014	63800	MANUAL	2.0	4X2	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMÁTICO	Prata	0	2012/2013	63900	AUTOMÁTICO	2.0	4X2	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Prata	0	2013/2014	63900	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL	Prata	0	2013/2014	63900	MANUAL	2.0	4X4	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	63999	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	64000	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Prata	0	2013/2014	64000	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P MANUAL	Branco	0	2013/2014	64490	MANUAL	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	NA	2013/2014	64900	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	usado
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	64990	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL	Preto	0	2013/2014	65900	MANUAL	2.0	4X4	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Prata	0	2013/2014	65990	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL	Branco	0	2013/2014	66900	MANUAL	2.0	4X4	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL	Verde	0	2013/2014	66900	MANUAL	2.0	4X4	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	66900	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	NA	2013/2014	67500	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	usado
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL	Preto	0	2013/2014	67700	MANUAL	2.0	4X4	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Preto	NA	2013/2014	67888	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	usado
RENAULT DUSTER 2.0 TECH ROAD II 4X4 16V FLEX 4P MANUAL	Preto	0	2014/2014	72500	MANUAL	2.0	4X4	 TECH ROAD II 	novo
RENAULT DUSTER 1.6 EXPRESSION 4X2 16V FLEX 4P MANUAL	Prata	35000	2012/2013	46800	MANUAL	1.6	4X2	 EXPRESSION 	usado
RENAULT DUSTER 1.6 EXPRESSION 4X2 16V FLEX 4P MANUAL	Verde	45000	2012/2013	48900	MANUAL	1.6	4X2	 EXPRESSION 	usado
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMÁTICO	Preto	33000	2011/2012	48990	AUTOMÁTICO	2.0	4X2	 DYNAMIQUE 	usado
RENAULT DUSTER 1.6 DYNAMIQUE 4X2 16V FLEX 4P MANUAL	Preto	78000	2011/2012	49900	MANUAL	1.6	4X2	 DYNAMIQUE 	usado
RENAULT DUSTER 1.6 DYNAMIQUE 4X2 16V FLEX 4P MANUAL	Vermelho	NA	2012/2013	49990	MANUAL	1.6	4X2	 DYNAMIQUE 	usado
RENAULT DUSTER 1.6 TECH ROAD 4X2 16V FLEX 4P MANUAL	Prata	0	2013/2014	52810	MANUAL	1.6	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMÁTICO	Prata	26840	2011/2012	52900	AUTOMÁTICO	2.0	4X2	 DYNAMIQUE 	usado
RENAULT DUSTER 1.6 DYNAMIQUE 4X2 16V FLEX 4P MANUAL	Branco	0	2013/2014	53990	MANUAL	1.6	4X2	 DYNAMIQUE 	novo
RENAULT DUSTER 1.6 TECH ROAD 4X2 16V FLEX 4P MANUAL	Branco	0	2013/2014	54890	MANUAL	1.6	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P MANUAL	Verde	15000	2012/2013	54900	MANUAL	2.0	4X2	 TECH ROAD 	usado
RENAULT DUSTER 1.6 DYNAMIQUE 4X2 16V FLEX 4P MANUAL	Prata	0	2014/2014	54999	MANUAL	1.6	4X2	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL	Branco	27557	2012/2013	55000	MANUAL	2.0	4X4	 DYNAMIQUE 	usado
RENAULT DUSTER 1.6 TECH ROAD 4X2 16V FLEX 4P MANUAL	Prata	NA	2012/2013	56700	MANUAL	1.6	4X2	 TECH ROAD 	usado
RENAULT DUSTER 1.6 DYNAMIQUE 4X2 16V FLEX 4P MANUAL	Branco	0	2014/2014	57490	MANUAL	1.6	4X2	 DYNAMIQUE 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMÁTICO	Cinza	19500	2012/2013	59200	AUTOMÁTICO	2.0	4X2	 DYNAMIQUE 	usado
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Preto	0	2013/2014	59800	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Prata	NA	2012/2013	60500	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	usado
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	60890	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMÁTICO	Branco	0	2013/2014	61499	AUTOMÁTICO	2.0	4X2	 TECH ROAD 	novo
RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMÁTICO	Prata	1740	2013/2013	61900	AUTOMÁTICO	2.0	4X2	 DYNAMIQUE 	usado
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL	Prata	6600	2013/2014	65000	MANUAL	2.0	4X4	 DYNAMIQUE 	usado
